-yfGwGBVnlA	30.00	40.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y
1JwoLPCIGhs	30.00	40.00	/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y
1YP9IHRngcE	30.00	40.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y
2xATintzaj4	60.00	70.00	/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y
33U99DokD_U	30.00	40.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y
4bXb6GLm6zg	30.00	40.00	/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y
4M0njWKFsME	30.00	40.00	/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y
6OVb3rjcB3Q	570.00	580.00	/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0fx80y
6uLtyzRgmyI	170.00	180.00	/m/015lz1,/m/02sgy
7RvYX1eWdbk	70.00	80.00	/m/018vs,/m/01b9nn,/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/07m2kt
7sSDrDQ0VEU	540.00	550.00	/m/01glhc,/m/02sgy,/m/04rlf
8Bu8CkR1xZY	270.00	280.00	/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y
8kGi5lkxZWc	90.00	100.00	/m/0155w,/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y
aeDZVfGk7bk	0.00	10.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00121
AuwwPMrH5sE	170.00	180.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07pt_g0,/m/0fx80y
c6Fiz5IznkU	30.00	40.00	/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5
cHMDIt3-TsE	30.00	40.00	/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5
CKEPPcaCjbw	60.00	70.00	/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
CM7jMnBXw2Y	20.00	30.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07pt_g0,/m/0fx80y,/m/0l14_3
cYusHSmZRMY	30.00	40.00	/m/02rr_,/m/02sgy,/m/04rlf,/m/0g12c5
drVGE2AIbB8	30.00	40.00	/m/01glhc,/m/02rr_,/m/02sgy,/m/03lty,/m/04rlf,/m/0g12c5
DwaaPVsRUoU	30.00	40.00	/m/01glhc,/m/02sgy,/m/04rlf,/m/09x0r
fPIG7nrpgec	10.00	20.00	/m/02sgy,/m/0342h,/m/039jq,/m/04rlf,/m/04szw,/m/0fx80y,/m/0l14_3
Hn46VuvS88Y	30.00	40.00	/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y
hRQJgZVxRX0	30.00	40.00	/m/02sgy,/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/06by7,/m/09x0r,/m/0dl5d,/m/0dls3,/m/0fx80y
HtRjRuKnvjI	30.00	40.00	/m/02sgy,/m/02v2lh,/m/04rlf
hVVrl9FkKnY	240.00	250.00	/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
HY1KdNS19CM	0.00	10.00	/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5
iePMcLYozYY	90.00	100.00	/m/018vs,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y
IIK0EuHyb6w	130.00	140.00	/m/01jnbd,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
Ij1-640aafg	30.00	40.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y,/t/dd00125
izVCz3P43p8	10.00	20.00	/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y
JBSCPvwPll4	50.00	60.00	/m/01glhc,/m/02sgy,/m/04rlf
JLYb7DwCaQU	0.00	10.00	/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
jUaEEsGZ25E	150.00	160.00	/m/02sgy
k41aX4CmUe0	30.00	40.00	/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/07m2kt
LEzaTWceGDs	80.00	90.00	/m/01b9nn,/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0g12c5
lwCZZEBgqg8	90.00	100.00	/m/018vs,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/0g12c5
mjSyG6qksOo	180.00	190.00	/m/02sgy
mMT1kEejAG8	20.00	30.00	/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
n179cK8EubU	320.00	330.00	/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,/m/0g12c5
n2g-33m8YRw	30.00	40.00	/m/018vs,/m/01glhc,/m/02sgy,/m/04rlf,/m/0g12c5
nqcVA89BD6I	30.00	40.00	/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y
o28FYkti1eQ	10.00	20.00	/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt
ouVuF-y8bog	30.00	40.00	/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
